Concurso;Data Sorteio;1º número_Sorteio1;2º número_Sorteio1;3º número_Sorteio1;4º número_Sorteio1;5º número_Sorteio1;6º número_Sorteio1;Arrecadação_Total;Ganhadores_Sena_Sorteio1;Cidade;UF;Rateio_Sena_Sorteio1;Acumulado_Sena_Sorteio1;Valor_Acumulado_Sena_Sorteio1;Ganhadores_Quina_Sorteio1;Rateio_Quina_Sorteio1;Ganhadores_Quadra_Sorteio1;Rateio_Quadra_Sorteio1;Ganhadores_Terno_Sorteio1;Rateio_Terno_Sorteio1;1º número_Sorteio2;2º número_Sorteio2;3º número_Sorteio2;4º número_Sorteio2;5º número_Sorteio2;6º número_Sorteio2;Ganhadores_Sena_Sorteio2;Rateio_Sena_Sorteio2;Ganhadores_Quina_Sorteio2;Rateio_Quina_Sorteio2;Ganhadores_Quadra_Sorteio2;Rateio_Quadra_Sorteio2;Ganhadores_Terno_Sorteio2;Rateio_Terno_Sorteio2;Estimativa_Prêmio;Acumulado Especial de Páscoa
1778;17/04/2018;33;11;41;19;31;36;2.104.83200;0;;;000;SIM;1.721.13224;16;3.99188;798;9147;16088;226;48;21;29;15;3;44;0;000;21;2.7372900000000002;1010;7227;17046;214;2.000.00000;671.66153
1779;19/04/2018;37;7;5;32;29;18;2.109.45000;0;;;000;SIM;1.983.57404;21;3.04811;1068;6849;18258;200;48;19;38;6;42;3;0;000;19;3.03206;996;7344;18728;195;2.300.00000;774.07788
1780;24/04/2018;42;36;16;28;37;45;3.075.13800;0;;;000;SIM;2.366.15943;11;8.48305;1361;7835;26227;203;11;24;18;19;13;46;0;000;29;2.89594;1829;5830;30663;173;2.600.00000;923.37953
1781;26/04/2018;9;5;3;1;41;43;2.417.79400;0;;;000;SIM;2.666.96305;24;3.05695;1281;6545;21801;192;43;35;32;18;33;14;0;000;14;4.71644;1201;6981;22144;189;3.000.00000;1.040.76633
1782;28/04/2018;17;10;35;24;14;5;2.395.17400;0;;;000;SIM;2.964.95247;21;3.4609699999999997;1334;6226;23698;175;6;32;23;7;30;31;0;000;17;3.8477900000000003;953;8715;17522;237;3.200.00000;1.157.05492
1783;03/05/2018;1;29;23;30;13;47;3.383.07600;1;CARMO DA MATA;MG;3.272.92568;NÃO;112.92351;28;3.66635;1370;8563;26124;224;40;20;10;39;6;45;0;000;26;3.5535400000000004;1133;10355;24211;242;300.00000;1.321.30733
1784;05/05/2018;41;39;23;33;5;22;1.649.82400;0;;;000;SIM;318.18212;10;5.00631;649;8815;12961;220;31;34;29;48;38;33;0;000;8;5.6321;553;10346;11302;253;500.00000;1.401.40826
1785;08/05/2018;18;36;19;38;43;34;1.668.35400;0;;;000;SIM;525.74609;19;2.6644900000000002;843;6863;14365;201;19;25;36;14;22;4;0;000;17;2.68016;880;6574;16187;178;750.00000;1.482.40887
1786;10/05/2018;43;21;38;48;35;49;1.644.35400;0;;;000;SIM;730.32415;10;4.98971;603;9456;12040;236;27;36;47;28;34;19;0;000;25;1.7963;681;8373;14262;199;1.000.00000;1.562.24425
1787;12/05/2018;44;13;5;9;38;41;1.741.36200;0;;;000;SIM;946.97123;22;2.40185;957;6310;16404;184;15;16;35;30;6;36;0;000;19;2.50298;563;10726;12494;241;1.100.00000;1.646.78948
1788;15/05/2018;1;19;9;23;42;28;1.763.22800;0;;;000;SIM;1.166.33870;10;5.35043;803;7614;14807;206;18;47;21;34;8;44;0;000;9;5.35043;659;9278;12969;235;1.300.00000;1.732.39633
1789;17/05/2018;15;16;14;40;6;38;1.855.19600;0;;;000;SIM;1.397.14813;15;3.753;680;9461;13599;236;41;8;26;24;22;2;0;000;25;2.02662;873;7369;15703;204;1.600.00000;1.822.46834
1790;19/05/2018;46;2;12;26;16;7;1.896.15200;0;;;000;SIM;1.633.05300;23;2.50164;824;7980;16208;202;35;41;19;9;11;48;0;000;19;2.72548;896;7339;16017;205;1.800.00000;1.914.52881
1791;22/05/2018;41;6;27;46;36;18;1.850.30400;0;;;000;SIM;1.863.25381;8;7.01832;720;8912;14670;218;40;19;3;27;28;5;0;000;23;2.1970400000000003;907;7074;17055;188;2.100.00000;2.004.36331
1792;24/05/2018;25;22;21;31;10;19;1.828.96800;1;JOÃO PESSOA;PB;2.029.75114;NÃO;61.04902;24;2.3124599999999997;753;8423;14719;215;50;3;11;9;1;36;0;000;19;2.6289;1006;6304;17410;182;200.00000;2.093.16192
1793;26/05/2018;13;18;31;29;3;24;1.262.27600;0;;;000;SIM;218.09183;17;2.25313;710;6165;12637;173;7;5;25;46;1;3;0;000;22;1.56695;1079;4056;14389;152;400.00000;2.154.44694
1794;29/05/2018;43;6;2;40;33;46;1.258.74200;0;;;000;SIM;374.69497;5;7.6391800000000005;423;10319;8545;255;23;6;21;50;43;13;0;000;3;11.45877;557;7837;10860;200;500.00000;2.215.56039
1795;02/06/2018;29;11;50;13;20;28;1.671.32800;0;;;000;SIM;582.62893;7;7.245089999999999;690;8400;13476;215;23;17;5;24;35;48;0;000;34;1.34247;1236;4689;17285;167;700.00000;2.296.70538
1796;05/06/2018;31;8;39;28;6;46;1.455.21800;0;;;000;SIM;763.67613;5;8.83158;495;10195;11084;227;8;21;16;49;12;41;0;000;11;3.61291;532;9486;11549;218;1.000.00000;2.367.35796
1797;08/06/2018;24;8;9;44;5;48;1.491.30200;1;DORES DO INDAIÁ;MG;899.43455;NÃO;000;13;3.4809900000000003;804;6432;14988;172;3;30;31;36;5;8;1;49.77809;18;2.26264;691;7484;13276;194;120.00000;2.439.76248
1798;09/06/2018;34;16;27;13;9;5;1.298.22800;0;;;000;SIM;161.51569;28;1.40693;990;4547;14498;155;11;13;25;10;23;32;0;000;10;3.54547;728;6184;12417;181;320.00000;2.502.79302
1799;12/06/2018;44;45;13;34;46;6;1.287.45200;0;;;000;SIM;321.69071;9;4.34079;560;7972;11272;198;41;5;16;38;6;23;0;000;10;3.5160400000000003;678;6585;11280;197;450.00000;2.565.30037
1800;14/06/2018;46;50;29;17;1;20;1.226.41200;0;;;000;SIM;474.27160;10;3.72148;367;11588;8941;237;25;6;19;17;31;29;0;000;6;5.58223;574;7409;10886;195;600.00000;2.624.84415
1801;16/06/2018;18;24;42;44;15;36;1.298.33200;0;;;000;SIM;635.80023;14;2.81409;780;5772;11925;188;33;34;37;28;18;27;0;000;11;3.22341;454;9917;9415;239;750.00000;2.687.87974
1802;19/06/2018;2;8;3;47;11;23;1.457.02000;0;;;000;SIM;817.07162;17;2.60074;833;6065;14778;170;37;8;7;16;12;26;0;000;9;4.42125;646;7821;12670;199;1.000.00000;2.758.61982
1803;21/06/2018;19;25;4;1;21;18;1.463.15400;0;;;000;SIM;999.10615;16;2.7749200000000003;850;5969;14054;180;49;13;27;22;28;23;0;000;7;5.7084;656;7734;13485;188;1.150.00000;2.829.65772
1804;23/06/2018;13;25;19;48;30;42;1.195.88600;1;CRUZ DAS ALMAS;BA;1.107.97181;NÃO;39.91741;22;1.6494799999999998;646;6419;10933;189;13;15;21;47;44;43;0;000;10;3.2659700000000003;519;7990;10034;206;200.00000;2.887.71944
1805;26/06/2018;1;23;31;44;36;25;1.150.74600;0;;;000;SIM;183.08451;9;3.87987;380;10501;7945;251;13;23;49;35;1;5;0;000;13;2.41745;677;5894;12327;161;300.00000;2.943.58956
1806;28/06/2018;25;35;45;19;29;13;1.114.70400;0;;;000;SIM;321.76753;14;2.41608;596;6486;11296;171;4;38;44;37;16;14;0;000;20;1.52213;516;7491;9042;213;450.00000;2.997.70979
1807;30/06/2018;7;32;23;3;17;16;1.248.04600;0;;;000;SIM;477.03995;12;3.15595;710;6095;12500;173;22;1;33;7;9;39;0;000;11;3.09856;607;7130;10939;197;600.00000;3.058.30394
1808;03/07/2018;19;37;27;28;49;5;1.197.86400;0;;;000;SIM;626.06911;7;5.19265;655;6342;11603;179;46;25;47;39;41;31;0;000;3;10.904580000000001;413;10058;7919;262;800.00000;3.116.46169
1809;05/07/2018;6;28;5;41;34;24;1.308.85600;0;;;000;SIM;788.90705;6;6.61943;481;9436;10457;217;30;4;21;40;22;48;0;000;4;8.93623;406;11179;8742;259;900.00000;3.180.00823
1810;07/07/2018;5;39;1;25;23;36;1.276.53400;0;;;000;SIM;905.11438;12;3.22798;659;6717;11500;192;25;44;15;36;2;37;1;42.60935;11;3.16929;540;8198;10094;219;1.100.00000;3.241.98550
1811;10/07/2018;16;3;24;1;28;42;1.288.47600;0;;;000;SIM;1.065.41680;14;2.79272;632;7070;11433;195;17;41;20;13;42;34;0;000;12;2.9323599999999996;480;9309;10242;218;1.200.00000;3.304.54256
1812;12/07/2018;46;35;24;49;6;4;1.454.39800;0;;;000;SIM;1.246.36198;15;2.9422;698;7226;12694;198;37;23;29;13;40;26;0;000;8;4.96496;465;10846;11197;225;1.400.00000;3.375.15533
1813;14/07/2018;23;14;46;43;18;3;1.489.76400;1;FEIRA DE SANTANA;BA;1.381.98039;NÃO;000;7;6.458019999999999;746;6925;14189;182;27;9;43;5;34;12;1;49.72675;34;1.70947;1062;4864;15085;171;120.00000;3.447.48518
1814;17/07/2018;16;8;20;45;29;2;1.161.83200;0;;;000;SIM;144.54633;11;3.20502;544;7406;9535;211;42;18;12;23;4;22;0;000;7;4.53281;560;7194;10877;185;300.00000;3.503.89352
1815;19/07/2018;4;7;1;29;19;13;1.151.40600;0;;;000;SIM;287.79553;16;2.18368;805;4960;13508;147;9;35;24;11;48;1;0;000;9;3.49389;517;7723;9916;201;450.00000;3.559.79569
1816;21/07/2018;10;22;42;5;19;38;1.180.19800;0;;;000;SIM;434.62683;9;3.97917;577;7093;10844;188;1;37;28;5;34;24;0;000;7;4.6044599999999996;464;8820;9748;209;600.00000;3.617.09572
1817;24/07/2018;3;38;18;34;37;33;1.207.27600;0;;;000;SIM;584.82695;5;7.32683;533;7855;10592;197;9;33;5;10;24;30;0;000;10;3.2970699999999997;629;6656;11694;179;700.00000;3.675.71043
1818;26/07/2018;42;21;17;19;37;43;1.224.49600;0;;;000;SIM;737.16946;8;4.64459;528;8042;9459;224;48;25;30;4;16;3;0;000;11;3.0401;563;7542;10542;201;850.00000;3.735.16120
1819;28/07/2018;12;2;28;48;14;41;1.296.38400;0;;;000;SIM;898.45572;9;4.3709;495;9082;10267;218;5;39;38;33;16;32;0;000;7;5.05776;502;8955;10235;219;1.100.00000;3.798.10223
1820;31/07/2018;47;38;25;29;33;39;1.376.04800;0;;;000;SIM;1.069.65319;7;5.96507;545;8756;11532;206;24;21;45;48;25;32;0;000;10;3.758;482;9900;10727;222;1.250.00000;3.864.91103
1821;02/08/2018;24;12;50;8;14;32;1.409.44200;0;;;000;SIM;1.245.00528;5;8.55376;586;8341;12035;203;2;40;15;17;29;28;0;000;8;4.81149;427;11446;9492;257;1.400.00000;3.933.34114
1822;04/08/2018;48;23;46;44;32;13;1.448.23400;0;;;000;SIM;1.425.18358;13;3.38046;740;6787;13256;189;46;26;25;39;37;15;0;000;12;3.29595;527;9530;10564;237;1.600.00000;4.003.65467
1823;07/08/2018;27;46;19;3;32;36;1.453.40800;0;;;000;SIM;1.606.00559;16;2.75644;747;6747;12960;194;10;39;48;21;18;11;0;000;7;5.670380000000001;494;10203;10533;239;1.750.00000;4.074.21940
1824;09/08/2018;25;33;14;39;7;26;1.508.57200;0;;;000;SIM;1.793.69069;15;3.05179;878;5958;14881;175;1;40;39;30;34;17;0;000;7;5.8856;404;12949;8906;293;2.000.00000;4.147.46240
1825;11/08/2018;43;48;27;32;36;30;1.828.91200;0;;;000;SIM;2.021.23007;14;3.9641;767;8269;14056;225;28;9;47;2;5;6;0;000;13;3.8421300000000005;1070;5927;19317;164;2.200.00000;4.236.25829
1826;14/08/2018;29;12;31;33;39;22;1.697.72400;0;;;000;SIM;2.232.44803;8;6.43957;550;10704;12978;226;3;20;33;41;46;10;0;000;14;3.31178;597;9861;12705;231;2.500.00000;4.318.68484
1827;16/08/2018;22;18;50;2;39;45;1.762.19800;0;;;000;SIM;2.451.68736;18;2.97072;744;8213;13697;223;32;11;7;14;31;8;0;000;12;4.01048;753;8115;15308;199;2.700.00000;4.404.24168
1828;18/08/2018;21;30;1;18;32;17;1.910.53400;0;;;000;SIM;2.689.38153;11;5.27038;553;11981;12832;258;38;20;15;34;37;36;0;000;11;4.74334;840;7887;14003;236;3.000.00000;4.497.00041
1829;21/08/2018;42;35;27;40;17;30;2.016.58000;0;;;000;SIM;2.940.26914;17;3.59954;738;9476;13897;251;39;3;7;43;4;46;0;000;17;3.23958;971;7202;17511;199;3.100.00000;4.594.90780
1830;23/08/2018;49;27;5;8;20;50;1.935.38800;0;;;000;SIM;3.181.05546;24;2.44702;982;6834;17609;190;48;36;16;38;33;44;0;000;16;3.30347;885;7583;17089;196;3.400.00000;4.688.87324
1831;25/08/2018;13;20;23;36;35;45;1.920.19400;0;;;000;SIM;3.419.95146;9;6.47415;732;9097;15249;218;3;19;13;36;24;37;0;000;29;1.8083;1269;5247;20621;161;3.600.00000;4.782.10096
1832;28/08/2018;6;24;17;44;49;25;1.969.65800;0;;;000;SIM;3.665.00138;11;5.43348;886;7709;17545;194;32;33;23;2;30;1;0;000;19;2.83113;727;9395;13716;249;4.000.00000;4.877.73022
1833;30/08/2018;42;26;3;48;49;1;2.016.28600;0;;;000;SIM;3.915.85241;17;3.59901;883;7918;15963;219;18;42;10;13;7;40;0;000;6;9.177480000000001;939;7446;17796;196;4.200.00000;4.975.62334
1834;01/09/2018;22;50;8;3;33;12;2.140.88400;0;;;000;SIM;4.182.20499;19;3.4191599999999998;1025;7243;19778;187;37;23;2;24;21;16;0;000;13;4.49751;881;8427;17163;216;4.400.00000;5.079.56583
1835;04/09/2018;24;45;6;27;13;7;2.226.34200;0;;;000;SIM;4.459.18961;26;2.59836;1625;4751;24613;156;2;18;19;50;12;32;0;000;9;6.755730000000001;878;8793;18128;212;4.700.00000;5.187.65743
1836;06/09/2018;2;33;27;42;12;9;2.089.72000;0;;;000;SIM;4.719.17675;34;1.8650400000000003;1124;6447;20210;179;49;12;38;41;18;5;0;000;19;3.0037;915;7920;17577;206;4.900.00000;5.289.11585
1837;08/09/2018;26;33;6;15;19;30;1.339.38000;0;;;000;SIM;4.885.81226;17;2.3907599999999998;550;8445;11421;203;17;21;33;39;11;38;0;000;6;6.096419999999999;507;9161;10660;217;5.000.00000;5.354.14437
1838;11/09/2018;44;28;22;14;19;34;2.205.65000;0;;;000;SIM;5.160.22253;17;3.9370199999999995;1005;7611;18891;202;32;44;3;41;36;18;0;000;19;3.17034;1038;7369;18767;203;5.400.00000;5.461.23133
1839;13/09/2018;42;48;29;36;6;15;2.390.01800;0;;;000;SIM;5.457.57049;21;3.4535199999999997;1251;6625;20501;202;38;30;23;40;10;9;0;000;21;3.10817;895;9260;17163;241;5.700.00000;5.577.26958
1840;15/09/2018;49;22;12;31;18;37;2.491.92600;0;;;000;SIM;5.767.59706;20;3.78081;1088;7942;20176;214;46;3;28;42;21;4;0;000;22;3.0934;1079;8009;20645;209;6.100.00000;5.698.25560
1841;18/09/2018;6;7;33;20;37;3;2.954.64200;0;;;000;SIM;6.135.19125;27;3.32064;1564;6551;27145;188;8;30;6;7;13;47;0;000;31;2.60295;1463;7003;27404;186;6.500.00000;5.841.70702
1842;20/09/2018;30;2;33;17;15;10;2.903.92200;0;;;000;SIM;6.496.47525;26;3.38916;1388;7255;25576;196;27;15;21;34;37;35;0;000;20;3.9653199999999997;1031;9767;21665;232;6.800.00000;5.982.69591
1843;22/09/2018;9;7;34;35;37;5;3.011.80800;0;;;000;SIM;6.871.18160;38;2.40505;1413;7391;27008;193;13;9;2;50;5;21;0;000;41;2.00616;1863;5606;30986;168;7.200.00000;6.128.92282
1844;25/09/2018;34;30;17;47;43;23;3.646.81800;0;;;000;SIM;7.203.16417;31;3.5697;1719;7357;29373;215;24;7;38;30;1;45;1;121.72695;23;4.33021;1330;9508;27063;233;7.600.00000;6.305.98022
1845;27/09/2018;22;42;19;36;32;26;3.528.65800;0;;;000;SIM;7.642.17310;31;3.45404;1423;8599;28769;212;11;27;24;28;26;15;0;000;22;4.38036;1521;8045;29073;210;8.000.00000;6.477.30081
1846;29/09/2018;46;14;37;39;17;28;3.823.03200;0;;;000;SIM;8.117.80581;40;2.9002;1939;6837;32484;204;48;50;27;39;4;42;0;000;17;6.1416;1537;8625;31294;211;8.500.00000;6.662.91361
1847;02/10/2018;6;18;34;9;48;10;4.851.28600;0;;;000;SIM;8.721.36612;43;3.42349;2625;6409;45641;184;32;11;2;6;21;25;0;000;42;3.1545;2264;7431;41422;203;9.200.00000;6.898.44937
1848;04/10/2018;28;2;18;31;6;32;5.041.88600;0;;;000;SIM;9.348.63944;49;3.12232;2090;8366;39212;222;37;6;12;49;21;7;0;000;49;2.81008;2399;7288;43596;200;10.000.00000;7.143.23898
1849;06/10/2018;6;2;3;42;44;39;5.145.27600;0;;;000;SIM;9.817.03187;39;4.00335;2093;8525;42663;209;47;2;31;33;27;28;1;171.74389;46;3.0547299999999997;2051;8699;41981;212;10.300.00000;7.393.04830
1850;09/10/2018;33;8;38;9;44;22;5.042.25200;1;MOGI MIRIM;SP;10.276.04566;NÃO;168.30506;43;3.55824;2428;7201;43161;202;29;26;43;1;33;31;0;000;30;4.59014;1832;9544;36775;237;300.00000;7.637.85571
1851;11/10/2018;21;7;5;15;11;19;1.554.94400;0;;;000;SIM;361.75942;27;1.74755;1034;5215;16473;163;9;6;25;23;22;30;0;000;11;3.8605099999999997;788;6843;13772;195;500.00000;7.713.35010
1852;13/10/2018;20;14;34;28;16;10;1.002.48800;0;;;000;SIM;486.48137;6;5.07;390;8914;7752;224;7;3;13;6;14;48;0;000;16;1.7111299999999998;688;5053;11810;147;700.00000;7.762.02211
1853;16/10/2018;9;36;31;18;42;19;1.507.75200;0;;;000;SIM;674.06445;16;2.8595;653;8007;12854;203;43;30;49;11;29;19;0;000;12;3.4314;535;9773;11235;232;750.00000;7.835.22530
1854;18/10/2018;16;43;9;8;39;46;1.519.40200;0;;;000;SIM;863.09694;8;5.76319;596;8840;11683;225;49;28;18;10;36;15;0;000;22;1.8861299999999999;700;7527;13363;197;1.000.00000;7.908.99410
1855;20/10/2018;5;19;42;22;40;50;1.637.14000;0;;;000;SIM;1.066.77750;15;3.3118800000000004;752;7549;13168;215;23;26;7;12;28;27;0;000;16;2.7944;957;5932;15922;178;1.200.00000;7.988.47922
1856;23/10/2018;41;37;42;15;11;32;1.598.72400;0;;;000;SIM;1.265.67863;17;2.85367;573;9675;10946;253;11;30;10;49;16;23;0;000;17;2.56831;701;7909;13350;207;1.450.00000;8.066.09920
1857;25/10/2018;14;44;17;50;23;38;1.644.54200;0;;;000;SIM;1.470.28008;18;2.77238;721;7910;13737;207;23;6;15;39;26;21;0;000;11;4.08296;699;8159;12900;221;1.700.00000;8.145.94371
1858;27/10/2018;26;14;22;46;11;4;1.890.21400;1;SÃO RAIMUNDO DAS MANGABEIRAS;MA;1.642.35285;NÃO;63.09335;16;3.58485;780;8404;15946;205;14;50;45;47;11;23;0;000;22;2.34645;833;7869;16571;197;250.00000;8.237.71588
1859;30/10/2018;50;15;38;36;42;43;1.302.04600;0;;;000;SIM;225.08405;8;4.93874;451;10012;9929;227;33;5;37;2;16;27;0;000;7;5.07985;590;7653;11943;189;350.00000;8.300.93178
1860;01/11/2018;14;32;8;33;47;39;1.453.68800;0;;;000;SIM;405.94089;13;3.39318;816;6178;12723;198;12;2;24;35;15;17;0;000;12;3.30836;722;6982;13603;185;550.00000;8.371.51008
1861;03/11/2018;12;39;31;30;18;14;1.009.34000;0;;;000;SIM;531.51532;5;6.12559;299;11706;7261;241;9;15;13;28;10;16;0;000;12;2.2971;577;6066;10326;169;650.00000;8.420.51476
1862;06/11/2018;14;30;41;15;1;5;1.454.07600;0;;;000;SIM;712.42043;9;4.90258;562;8972;11001;229;7;13;29;3;19;36;0;000;18;2.2061599999999997;1072;4703;17094;147;850.00000;8.491.11191
1863;08/11/2018;3;2;10;18;47;16;1.522.38800;0;;;000;SIM;901.82442;11;4.19965;797;6624;14209;185;23;36;24;18;6;3;0;000;27;1.53987;1168;4520;16709;157;1.100.00000;8.565.02570
1864;10/11/2018;25;20;11;35;13;8;1.541.46600;0;;;000;SIM;1.093.60194;8;5.84687;740;7223;14578;183;6;21;48;26;2;14;0;000;15;2.8065;744;7185;13512;197;1.300.00000;8.639.86574
1865;13/11/2018;48;50;46;21;27;43;1.697.55800;0;;;000;SIM;1.304.79925;18;2.86175;671;8773;12872;228;45;35;13;25;31;7;0;000;24;1.9316799999999998;942;6249;16231;181;1.600.00000;8.722.28423
1866;17/11/2018;22;30;10;14;20;1;2.019.98000;0;;;000;SIM;1.556.10987;12;5.10794;1031;6794;16342;214;14;10;5;49;6;13;0;000;27;2.04318;1089;6432;21392;163;1.800.00000;8.820.35668
1867;20/11/2018;45;49;18;14;36;1;1.516.52600;0;;;000;SIM;1.744.78454;16;2.8761400000000004;774;6794;13105;200;23;32;19;18;34;5;0;000;17;2.43626;823;6390;14526;181;2.000.00000;8.893.98585
1868;22/11/2018;35;14;7;5;44;33;1.736.92600;0;;;000;SIM;1.960.87971;34;1.55018;1002;6011;17169;175;3;40;9;15;8;39;0;000;14;3.38826;712;8460;14928;201;2.200.00000;8.978.31571
1869;24/11/2018;12;9;49;39;28;37;1.661.47200;0;;;000;SIM;2.167.58747;10;5.04166;716;8047;13847;208;22;35;26;37;10;14;0;000;16;2.83593;689;8362;13496;213;2.350.00000;9.058.98218
1870;27/11/2018;33;25;21;2;19;5;1.858.38200;0;;;000;SIM;2.398.79329;21;2.68532;1225;5261;19204;167;1;13;31;22;47;28;0;000;16;3.17203;682;9449;14512;222;2.600.00000;9.149.20887
1871;29/11/2018;28;26;15;47;6;35;1.977.65400;0;;;000;SIM;2.644.83803;13;4.616219999999999;842;8145;16383;209;49;15;13;3;21;31;0;000;14;3.85784;906;7569;17717;193;2.900.00000;9.245.22637
1872;01/12/2018;49;47;12;26;32;28;2.092.56600;0;;;000;SIM;2.905.17925;21;3.02371;1057;6865;18163;199;30;11;23;36;2;29;0;000;16;3.57175;925;7845;17216;210;3.200.00000;9.346.82296
1873;04/12/2018;12;50;39;4;28;11;2.100.18000;0;;;000;SIM;3.166.46774;16;3.98306;804;9058;17483;208;22;28;49;17;50;15;0;000;14;4.0968599999999995;936;7781;18275;199;3.400.00000;9.448.78922
1874;06/12/2018;18;45;33;8;41;40;2.151.61000;0;;;000;SIM;3.434.15476;4;16.32238;779;9578;16155;230;8;20;33;24;13;4;0;000;21;2.79812;1191;6265;20556;181;3.600.00000;9.553.25248
1875;08/12/2018;20;24;15;49;9;29;2.205.57200;0;;;000;SIM;3.708.55534;18;3.7181699999999998;870;8791;17104;223;25;11;47;3;9;21;0;000;28;2.15122;1290;5929;21830;175;4.000.00000;9.660.33565
1876;11/12/2018;23;41;29;35;33;21;2.528.93200;0;;;000;SIM;4.023.18591;10;7.67392;888;9876;17414;251;50;30;23;22;8;42;0;000;13;5.31271;852;10293;19121;229;4.300.00000;9.783.11834
1877;13/12/2018;7;3;4;15;48;31;2.637.29800;0;;;000;SIM;4.351.29856;15;5.33517;1165;7850;23484;194;8;18;36;50;27;20;0;000;24;3.00103;1019;8975;20891;218;4.500.00000;9.911.16234
1878;15/12/2018;3;23;20;35;18;32;2.498.11200;0;;;000;SIM;4.662.09474;19;3.9896800000000003;1080;8021;20668;209;7;41;32;47;26;48;0;000;12;5.6853;913;9488;18471;234;5.000.00000;10.032.44868
1879;18/12/2018;13;5;21;29;9;41;2.527.28000;0;;;000;SIM;4.976.51979;13;5.89916;1315;6664;23768;184;36;15;40;41;12;8;0;000;21;3.2866699999999995;987;8879;19074;229;5.300.00000;10.155.15117
1880;20/12/2018;34;4;31;30;5;16;2.457.83400;0;;;000;SIM;5.282.30489;12;6.21514;822;10369;18071;235;1;21;48;40;37;30;0;000;10;6.71236;608;14019;13644;312;5.500.00000;10.274.48197
1881;22/12/2018;4;47;38;39;37;34;2.781.76200;0;;;000;SIM;5.535.53839;26;3.24658;1203;8019;21059;229;23;44;27;45;22;41;1;92.85228;25;3.0388;1204;8012;23801;202;6.000.00000;10.409.53985
1882;27/12/2018;10;19;44;16;39;38;3.384.54400;0;;;000;SIM;5.956.61774;18;5.70568;1352;8681;26163;224;20;14;13;27;45;16;0;000;26;3.5550800000000002;1413;8306;28622;205;6.300.00000;10.573.86354
1883;29/12/2018;22;13;7;37;35;3;2.960.69000;0;;;000;SIM;6.324.96438;26;3.4554099999999996;1892;5426;31235;164;50;2;46;5;43;16;0;000;29;2.78816;1305;7867;24842;206;6.650.00000;10.717.60859
1884;03/01/2019;11;18;44;10;27;40;4.170.71200;0;;;000;SIM;6.843.85281;41;3.08679;2016;7174;34928;207;22;1;12;35;32;48;0;000;12;9.49186;1307;11066;30386;238;7.200.00000;10.920.10167
1885;05/01/2019;19;32;12;31;8;50;4.367.33400;0;;;000;SIM;7.387.20346;34;3.8977800000000005;1852;8178;35517;213;35;32;38;21;7;22;0;000;46;2.59287;1798;8423;33408;226;7.800.00000;11.132.14098
1886;08/01/2019;42;8;35;25;47;26;4.641.10600;0;;;000;SIM;7.964.61476;36;3.912;1993;8075;37957;212;15;43;20;38;13;23;0;000;32;3.9609;1868;8616;37215;216;8.500.00000;11.357.47225
1887;10/01/2019;10;45;7;27;17;42;4.802.38400;0;;;000;SIM;8.401.79253;39;3.73656;2723;6116;46251;180;48;4;21;14;41;40;1;160.29852;38;3.4514;1917;8687;35247;236;8.800.00000;11.590.63376
1888;12/01/2019;8;29;43;14;28;31;4.870.84600;0;;;000;SIM;9.007.78634;37;3.9946900000000003;2070;8160;39468;213;19;38;50;35;1;5;0;000;57;2.33374;2610;6471;45159;187;9.500.00000;11.827.11918
1889;15/01/2019;17;1;33;24;2;49;4.824.17400;0;;;000;SIM;9.607.97358;74;1.9782;2922;5725;46652;179;36;8;7;14;48;33;0;000;46;2.8641;2818;5936;45574;183;10.000.00000;12.061.33860
1890;17/01/2019;43;17;45;12;31;6;4.820.96200;0;;;000;SIM;10.207.76119;34;4.30264;2042;8187;39524;211;30;24;2;10;16;4;0;000;36;3.65725;2313;7228;39909;209;10.700.00000;12.295.40210
1891;19/01/2019;1;8;14;41;24;42;4.997.29400;0;;;000;SIM;10.829.48671;48;3.15917;2209;7845;40369;214;30;2;16;8;19;24;0;000;63;2.16629;3040;5700;43094;201;11.300.00000;12.538.02671
1892;22/01/2019;41;22;5;35;36;30;5.416.49000;0;;;000;SIM;11.503.36542;37;4.4421800000000005;2041;9203;40967;229;35;20;32;30;34;25;0;000;36;4.10902;1863;10082;36312;258;12.000.00000;12.801.00381
1893;24/01/2019;34;6;4;10;13;40;5.603.51800;0;;;000;SIM;12.200.51275;41;4.14722;2492;7798;46997;206;17;18;2;32;48;30;0;000;41;3.7325;2166;8971;43474;223;12.800.00000;13.073.06132
1894;26/01/2019;10;21;31;12;45;38;6.594.67600;0;;;000;SIM;13.020.97246;32;6.2535;2672;8559;51644;221;22;30;8;18;29;34;0;000;29;6.210380000000001;2327;9828;48796;234;13.700.00000;13.393.24075
1895;29/01/2019;29;31;48;20;32;34;6.806.74000;0;;;000;SIM;13.867.81557;21;9.83558;2201;10724;45887;257;15;34;32;39;25;35;0;000;16;11.61828;2814;8388;51978;227;14.500.00000;13.723.71615
1896;31/01/2019;37;46;42;13;33;45;7.705.58400;0;;;000;SIM;14.826.48606;74;3.15976;4013;6658;74566;179;4;48;28;25;38;20;0;000;33;6.37697;2730;9788;59898;223;15.500.00000;14.097.83148
1897;02/02/2019;31;12;38;29;4;34;7.883.47400;0;;;000;SIM;15.544.14621;76;3.14763;3446;7933;64282;212;3;44;49;46;34;19;1;263.14206;44;4.89314;3396;8050;68409;199;16.300.00000;14.480.58359
